customer_id,customer_key,first_name,last_name,marital_status,create_date,birth_date,gender,country
11074,AW00011074,Levi,Arun,SINGLE,2025-10-07,1962-02-25,MALE,Australia
11075,AW00011075,Felicia,Jimenez,SINGLE,2025-10-07,1963-05-16,FEMALE,Australia
11076,AW00011076,Blake,Anderson,SINGLE,2025-10-07,1963-01-10,MALE,Australia
11077,AW00011077,Leah,Ye,SINGLE,2025-10-07,1963-03-19,FEMALE,Australia
11078,AW00011078,Gina,Martin,SINGLE,2025-10-07,1985-01-06,FEMALE,Canada
11079,AW00011079,Donald,Gonzalez,SINGLE,2025-10-07,1970-03-07,MALE,Australia
11080,AW00011080,Damien,Chander,MARRIED,2025-10-07,1965-01-13,MALE,Australia
11081,AW00011081,Savannah,Baker,MARRIED,2025-10-07,1972-01-21,FEMALE,"United States"
11082,AW00011082,Angela,Butler,SINGLE,2025-10-07,1972-02-01,FEMALE,"United States"
11083,AW00011083,Alyssa,Cox,MARRIED,2025-10-07,1977-03-11,FEMALE,"United States"
11084,AW00011084,Lucas,Phillips,SINGLE,2025-10-07,1963-03-12,MALE,"United States"
11085,AW00011085,Emily,Johnson,SINGLE,2025-10-07,1963-01-16,FEMALE,"United States"
11086,AW00011086,Ryan,Brown,MARRIED,2025-10-07,1963-06-22,MALE,"United States"
11087,AW00011087,Tamara,Liang,MARRIED,2025-10-07,1963-04-02,FEMALE,"United States"
11088,AW00011088,Hunter,Davis,MARRIED,2025-10-07,1963-05-25,MALE,"United States"
11089,AW00011089,Abigail,Price,SINGLE,2025-10-07,1962-08-05,FEMALE,"United States"
11090,AW00011090,Trevor,Bryant,SINGLE,2025-10-07,1968-12-13,MALE,"United States"
11091,AW00011091,Dalton,Perez,MARRIED,2025-10-07,1962-10-02,MALE,Canada
11092,AW00011092,Cheryl,Diaz,MARRIED,2025-10-07,1972-11-02,FEMALE,Australia
11093,AW00011093,Aimee,He,MARRIED,2025-10-07,1978-09-06,FEMALE,Australia
11094,AW00011094,Cedric,Ma,SINGLE,2025-10-07,1967-09-29,MALE,Australia
11095,AW00011095,Chad,Kumar,SINGLE,2025-10-07,1968-02-29,MALE,Australia
11096,AW00011096,Andr├®s,Anand,MARRIED,2025-10-07,1968-02-07,MALE,Australia
11097,AW00011097,Edwin,Nara,MARRIED,2025-10-07,1972-10-23,MALE,Australia
11098,AW00011098,Mallory,Rubio,SINGLE,2025-10-07,1966-10-29,FEMALE,Australia
11099,AW00011099,Adam,Ross,MARRIED,2025-10-07,1966-09-05,MALE,Australia
11100,AW00011100,Latasha,Navarro,SINGLE,2025-10-07,1966-03-15,FEMALE,Australia
11101,AW00011101,Abby,Sai,SINGLE,2025-10-07,1970-11-05,FEMALE,Australia
11102,AW00011102,Julia,Nelson,SINGLE,2025-10-07,1970-10-19,FEMALE,Australia
11103,AW00011103,Cassie,Chande,SINGLE,2025-10-07,1981-04-12,FEMALE,Australia
11104,AW00011104,Edgar,Sara,MARRIED,2025-10-07,1975-03-08,MALE,Australia
11105,AW00011105,Candace,Fernandez,SINGLE,2025-10-07,1970-06-27,FEMALE,Australia
11106,AW00011106,Jessie,Liu,SINGLE,2025-10-07,1970-03-11,MALE,Australia
11107,AW00011107,Bianca,Lin,MARRIED,2025-10-07,1976-03-04,FEMALE,Australia
11108,AW00011108,Kari,Alvarez,SINGLE,2025-10-07,1969-01-10,FEMALE,Australia
11109,AW00011109,Ruben,Kapoor,SINGLE,2025-10-07,1980-04-30,MALE,Australia
11110,AW00011110,Curtis,Yang,MARRIED,2025-10-07,1967-12-04,MALE,Australia
11111,AW00011111,Meredith,Gutierrez,MARRIED,2025-10-07,1967-08-23,FEMALE,Australia
11112,AW00011112,Crystal,Wang,MARRIED,2025-10-07,1968-03-08,FEMALE,Australia
11113,AW00011113,Micheal,Blanco,MARRIED,2025-10-07,1973-02-17,MALE,Australia
11114,AW00011114,Leslie,Moreno,SINGLE,2025-10-07,1967-11-25,FEMALE,Australia
11115,AW00011115,Alvin,Cai,MARRIED,2025-10-07,1967-08-12,MALE,Australia
11116,AW00011116,Clinton,Carlson,MARRIED,2025-10-07,1979-04-02,MALE,Australia
11117,AW00011117,April,Deng,MARRIED,2025-10-07,1966-08-21,FEMALE,Australia
11118,AW00011118,Alvin,Zeng,SINGLE,2025-10-07,1962-12-31,MALE,Australia
11119,AW00011119,Evan,James,SINGLE,2025-10-07,1940-10-07,MALE,Australia
11120,AW00011120,Beth,Jim├®nez,SINGLE,2025-10-07,1942-02-06,FEMALE,Australia
11121,AW00011121,Orlando,Suarez,MARRIED,2025-10-07,1966-05-18,MALE,Australia
11122,AW00011122,Byron,Vazquez,MARRIED,2025-10-07,1965-09-30,MALE,Australia
11123,AW00011123,Philip,Alvarez,MARRIED,2025-10-07,1965-12-18,MALE,Australia
11124,AW00011124,Ross,Jordan,SINGLE,2025-10-07,1968-07-23,MALE,Australia
11125,AW00011125,Dana,Navarro,SINGLE,2025-10-07,1961-10-06,FEMALE,Australia
11126,AW00011126,Shaun,Carson,MARRIED,2025-10-07,1954-10-05,MALE,Australia
11127,AW00011127,Jan,Edwards,MARRIED,2025-10-07,1981-04-19,FEMALE,"United States"
11128,AW00011128,Samantha,Long,MARRIED,2025-10-07,1981-06-03,FEMALE,"United States"
11129,AW00011129,Julia,Wright,SINGLE,2025-10-07,1981-02-01,FEMALE,"United States"
11130,AW00011130,Caroline,Russell,MARRIED,2025-10-07,1985-07-05,FEMALE,"United States"
11131,AW00011131,Amanda,Rivera,MARRIED,2025-10-07,1985-09-09,FEMALE,Canada
11132,AW00011132,Melissa,Richardson,SINGLE,2025-10-07,1986-04-25,FEMALE,Canada
11133,AW00011133,Angela,Griffin,SINGLE,2025-10-07,1986-03-08,FEMALE,"United States"
11134,AW00011134,Larry,Townsend,SINGLE,2025-10-07,1957-02-22,MALE,Australia
11135,AW00011135,Marcus,Harris,SINGLE,2025-10-07,1985-05-02,MALE,"United States"
11136,AW00011136,Brianna,Morgan,SINGLE,2025-10-07,1984-04-24,FEMALE,Canada
11137,AW00011137,Jasmine,Taylor,MARRIED,2025-10-07,1984-01-17,FEMALE,"United States"
11138,AW00011138,Lauren,Davis,MARRIED,2025-10-07,1984-03-14,FEMALE,"United States"
11139,AW00011139,Tanya,Moreno,SINGLE,2025-10-07,1949-11-05,FEMALE,Australia
11140,AW00011140,Javier,Alvarez,SINGLE,2025-10-07,1982-08-11,MALE,"United States"
11141,AW00011141,Nicole,Ramirez,MARRIED,2025-10-07,1982-12-19,FEMALE,"United States"
11142,AW00011142,Eduardo,Patterson,SINGLE,2025-10-07,1983-02-11,MALE,Canada
11143,AW00011143,Jonathan,Henderson,MARRIED,2025-10-07,1982-08-04,MALE,"United States"
11144,AW00011144,Edward,Hernandez,SINGLE,2025-10-07,1985-03-08,MALE,"United States"
11145,AW00011145,Jasmine,Coleman,SINGLE,2025-10-07,1985-06-06,FEMALE,"United States"
11146,AW00011146,Karla,Goel,SINGLE,2025-10-07,1945-02-22,FEMALE,Australia
11147,AW00011147,Ernest,Wu,MARRIED,2025-10-07,1944-08-04,MALE,Australia
11148,AW00011148,Ross,Vazquez,MARRIED,2025-10-07,1947-02-13,MALE,Australia
11149,AW00011149,Theodore,Gill,MARRIED,2025-10-07,1946-10-18,MALE,Australia
11150,AW00011150,Russell,Shen,SINGLE,2025-10-07,1946-09-12,MALE,Australia
11151,AW00011151,Melinda,Gill,SINGLE,2025-10-07,1947-08-25,FEMALE,Australia
11152,AW00011152,James,Williams,SINGLE,2025-10-07,1981-07-09,MALE,"United States"
11153,AW00011153,Angela,James,MARRIED,2025-10-07,1981-12-21,FEMALE,"United States"
11154,AW00011154,Megan,Walker,SINGLE,2025-10-07,1982-02-18,FEMALE,"United States"
11155,AW00011155,Hunter,Robinson,SINGLE,2025-10-07,1981-07-25,MALE,"United States"
11156,AW00011156,Maria,Roberts,SINGLE,2025-10-07,1981-08-06,FEMALE,"United States"
11157,AW00011157,Hannah,Long,MARRIED,2025-10-07,1980-12-08,FEMALE,"United States"
11158,AW00011158,Jason,Wright,SINGLE,2025-10-07,1981-04-06,MALE,"United States"
11159,AW00011159,Brianna,Hughes,SINGLE,2025-10-07,1981-03-16,FEMALE,"United States"
11160,AW00011160,Maurice,Tang,SINGLE,2025-10-07,1979-07-08,n/a,"United States"
11161,AW00011161,Emily,Wood,SINGLE,2025-10-07,1979-10-20,n/a,"United States"
11162,AW00011162,Chase,Cox,SINGLE,2025-10-07,1979-09-02,n/a,"United States"
11163,AW00011163,Gabriel,Wang,MARRIED,2025-10-07,1980-06-18,n/a,"United States"
11164,AW00011164,Devin,Brooks,SINGLE,2025-10-07,1979-11-02,n/a,"United States"
11165,AW00011165,Jocelyn,Alexander,MARRIED,2025-10-07,1979-01-15,n/a,"United States"
11166,AW00011166,Ashley,Martinez,SINGLE,2025-10-07,1977-10-22,n/a,"United States"
11167,AW00011167,Jasmine,Barnes,SINGLE,2025-10-07,1978-01-29,n/a,"United States"
11168,AW00011168,David,Rodriguez,SINGLE,2025-10-07,1973-11-12,n/a,"United States"
11169,AW00011169,Bryce,Richardson,MARRIED,2025-10-07,1973-12-20,n/a,"United States"
11170,AW00011170,Carol,Howard,MARRIED,2025-10-07,1973-08-04,n/a,"United States"
11171,AW00011171,Jonathan,Hill,SINGLE,2025-10-07,1978-10-05,n/a,"United States"
11172,AW00011172,Gabrielle,Adams,MARRIED,2025-10-07,1973-05-20,n/a,"United States"
11173,AW00011173,Sarah,Thomas,SINGLE,2025-10-07,1973-02-28,n/a,"United States"
11174,AW00011174,Nicholas,Robinson,MARRIED,2025-10-07,1973-01-09,n/a,"United States"
11175,AW00011175,Luis,Wang,SINGLE,2025-10-07,1968-09-01,n/a,"United States"
11176,AW00011176,Mason,Roberts,MARRIED,2025-10-07,1979-01-21,n/a,Canada
11177,AW00011177,Jose,Flores,MARRIED,2025-10-07,1948-01-01,n/a,"United States"
11178,AW00011178,Nathan,Johnson,MARRIED,2025-10-07,1954-08-20,n/a,"United States"
11179,AW00011179,Molly,Rodriguez,MARRIED,2025-10-07,1959-12-08,n/a,"United States"
11180,AW00011180,April,Anand,MARRIED,2025-10-07,1948-07-01,n/a,"United States"
11181,AW00011181,Devin,Martin,MARRIED,2025-10-07,1960-02-01,n/a,"United States"
11182,AW00011182,Stephanie,Torres,SINGLE,2025-10-07,1950-02-22,n/a,"United States"
11183,AW00011183,Jasmine,Lee,SINGLE,2025-10-07,1950-01-12,n/a,"United States"
11184,AW00011184,Meghan,Hernandez,SINGLE,2025-10-07,1955-11-13,n/a,"United States"
11185,AW00011185,Ashley,Henderson,SINGLE,2025-10-07,1950-04-07,n/a,Canada
11186,AW00011186,Sarah,Price,SINGLE,2025-10-07,1949-11-18,n/a,"United States"
11187,AW00011187,Jennifer,Cooper,MARRIED,2025-10-07,1949-08-21,n/a,"United States"
11188,AW00011188,Catherine,Morris,MARRIED,2025-10-07,1950-03-06,n/a,"United States"
11189,AW00011189,Lawrence,Blanco,SINGLE,2025-10-07,1950-01-12,n/a,"United States"
11190,AW00011190,Carson,Bryant,MARRIED,2025-10-07,1949-12-20,n/a,"United States"
11191,AW00011191,Kristi,Perez,SINGLE,2025-10-07,1951-06-17,n/a,"United States"
11192,AW00011192,James,Brown,MARRIED,2025-10-07,1951-03-13,n/a,"United States"
11193,AW00011193,Ian,Gray,MARRIED,2025-10-07,1950-08-13,n/a,"United States"
11194,AW00011194,Jacqueline,Price,MARRIED,2025-10-07,1950-12-08,n/a,"United States"
11195,AW00011195,Megan,Henderson,MARRIED,2025-10-07,1951-08-10,n/a,"United States"
11196,AW00011196,Alfredo,Romero,MARRIED,2025-10-07,1951-12-05,n/a,"United States"
11197,AW00011197,Andrea,Morris,MARRIED,2025-10-08,1951-12-16,n/a,"United States"
11198,AW00011198,Brooke,Sanders,SINGLE,2025-10-08,1952-05-25,n/a,"United States"
11199,AW00011199,Jacqueline,Bennett,MARRIED,2025-10-08,1957-11-02,n/a,"United States"
11200,AW00011200,Jason,Griffin,MARRIED,2025-10-08,1953-05-21,n/a,Canada
11201,AW00011201,Amanda,Foster,MARRIED,2025-10-08,1953-02-14,n/a,"United States"
11202,AW00011202,Alexia,Price,MARRIED,2025-10-08,1958-08-22,n/a,"United States"
11203,AW00011203,Luis,Diaz,MARRIED,2025-10-08,1959-08-18,n/a,Canada
11204,AW00011204,Destiny,Rivera,MARRIED,2025-10-08,1953-11-29,n/a,"United States"
11205,AW00011205,Abby,Fernandez,MARRIED,2025-10-08,1954-01-21,n/a,"United States"
11206,AW00011206,Blake,Flores,MARRIED,2025-10-08,1954-03-24,n/a,"United States"
11207,AW00011207,Danielle,Cox,SINGLE,2025-10-08,1954-01-16,n/a,"United States"
11208,AW00011208,Maria,Reed,MARRIED,2025-10-08,1953-08-03,n/a,"United States"
11209,AW00011209,Allison,Evans,MARRIED,2025-10-08,1953-07-12,n/a,"United States"
11210,AW00011210,Edward,Wood,MARRIED,2025-10-08,1953-12-06,n/a,"United States"
11211,AW00011211,Samantha,Russell,MARRIED,2025-10-08,1960-10-08,n/a,Canada
11212,AW00011212,Chloe,Campbell,MARRIED,2025-10-08,1955-05-05,n/a,Canada
11213,AW00011213,Stephanie,Murphy,SINGLE,2025-10-08,1954-11-11,n/a,"United States"
11214,AW00011214,Charles,Miller,SINGLE,2025-10-08,1955-05-07,n/a,"United States"
11215,AW00011215,Ana,Perry,MARRIED,2025-10-08,1961-06-17,n/a,Canada
11216,AW00011216,Jasmine,Torres,SINGLE,2025-10-08,1955-11-17,n/a,"United States"
11217,AW00011217,Natalie,Adams,SINGLE,2025-10-08,1955-08-11,n/a,"United States"
11218,AW00011218,Olivia,Brown,SINGLE,2025-10-08,1961-09-07,n/a,"United States"
11219,AW00011219,Charles,Cook,MARRIED,2025-10-08,1956-05-31,n/a,"United States"
11220,AW00011220,Erica,Huang,MARRIED,2025-10-08,1961-02-19,n/a,"United States"
11221,AW00011221,Nathan,Perry,MARRIED,2025-10-08,1955-12-08,n/a,"United States"
11222,AW00011222,Alexandra,Rivera,MARRIED,2025-10-08,1956-02-14,n/a,"United States"
11223,AW00011223,Hailey,Patterson,SINGLE,2025-10-08,1957-03-15,n/a,Canada
11224,AW00011224,Tiffany,Li,SINGLE,2025-10-08,1957-03-05,n/a,"United States"
11225,AW00011225,Madison,Lee,MARRIED,2025-10-08,1962-02-12,n/a,"United States"
11226,AW00011226,Sydney,Ross,MARRIED,2025-10-08,1962-09-23,n/a,"United States"
11227,AW00011227,Marshall,Chavez,SINGLE,2025-10-08,1962-08-08,n/a,"United States"
11228,AW00011228,Ashley,Jones,MARRIED,2025-10-08,1956-10-16,n/a,"United States"
11229,AW00011229,Adrian,Stewart,SINGLE,2025-10-08,1957-06-01,n/a,"United States"
11230,AW00011230,Amber,Turner,MARRIED,2025-10-08,1956-09-30,n/a,"United States"
11231,AW00011231,Dennis,Zhang,MARRIED,2025-10-08,1963-11-11,n/a,"United States"
11232,AW00011232,Hailey,Bryant,MARRIED,2025-10-08,1958-03-27,n/a,"United States"
11233,AW00011233,Todd,Li,MARRIED,2025-10-08,1963-09-06,n/a,"United States"
11234,AW00011234,Anna,Griffin,SINGLE,2025-10-08,1958-05-19,n/a,"United States"
11235,AW00011235,Angel,Stewart,MARRIED,2025-10-08,1957-08-07,n/a,"United States"
11236,AW00011236,Jeremy,Butler,SINGLE,2025-10-08,1957-09-02,n/a,"United States"
11237,AW00011237,Clarence,Anand,SINGLE,2025-10-08,1964-03-22,n/a,Germany
11238,AW00011238,Mayra,Prasad,SINGLE,2025-10-08,1964-02-07,n/a,"United Kingdom"
11239,AW00011239,Latoya,Goel,MARRIED,2025-10-08,1969-10-02,n/a,"United Kingdom"
11240,AW00011240,Anne,Hernandez,MARRIED,2025-10-08,1964-06-09,n/a,"United Kingdom"
11241,AW00011241,Lisa,Cai,SINGLE,2025-10-08,1974-04-06,n/a,France
11242,AW00011242,Larry,Munoz,MARRIED,2025-10-08,1963-05-11,n/a,France
11243,AW00011243,Robin,Alvarez,MARRIED,2025-10-08,1963-04-08,n/a,"United Kingdom"
11244,AW00011244,Alexis,Coleman,SINGLE,2025-10-08,1968-11-22,n/a,"United Kingdom"
11245,AW00011245,Ricky,Vazquez,MARRIED,2025-10-08,1962-04-26,n/a,Germany
11246,AW00011246,Latasha,Rubio,MARRIED,2025-10-08,1962-04-08,n/a,Germany
11247,AW00011247,Claudia,Zhou,SINGLE,2025-10-08,1961-12-04,n/a,"United Kingdom"
11248,AW00011248,Tristan,Alexander,MARRIED,2025-10-08,1966-03-22,n/a,France
11249,AW00011249,Cindy,Patel,MARRIED,2025-10-08,1966-07-09,n/a,Germany
11250,AW00011250,Shannon,Liu,MARRIED,2025-10-08,1966-03-08,n/a,"United Kingdom"
11251,AW00011251,Xavier,Long,SINGLE,2025-10-08,1938-01-01,n/a,Canada
11252,AW00011252,Nicholas,Thompson,SINGLE,2025-10-08,1937-12-05,n/a,"United States"
11253,AW00011253,Jos├®,Hernandez,MARRIED,2025-10-08,1949-08-24,n/a,Canada
11254,AW00011254,Johnathan,Vance,MARRIED,2025-10-08,1938-08-31,n/a,"United States"
11255,AW00011255,Colin,Lin,MARRIED,2025-10-08,1938-10-02,n/a,"United States"
11256,AW00011256,Katelyn,Hernandez,MARRIED,2025-10-08,1939-03-20,n/a,"United States"
11257,AW00011257,Jacqueline,Powell,SINGLE,2025-10-08,NULL,n/a,"United States"
11258,AW00011258,Xavier,Hill,MARRIED,2025-10-08,1938-12-26,n/a,"United States"
11259,AW00011259,Victoria,Stewart,MARRIED,2025-10-08,1970-09-24,n/a,"United States"
11260,AW00011260,Katelyn,Kelly,MARRIED,2025-10-08,1976-04-08,n/a,"United States"
11261,AW00011261,Stephanie,Collins,MARRIED,2025-10-08,1970-10-22,n/a,"United States"
11262,AW00011262,Jennifer,Simmons,MARRIED,2025-10-08,1975-05-01,n/a,Canada
11263,AW00011263,Trinity,Richardson,MARRIED,2025-10-08,1970-03-11,n/a,"United States"
11264,AW00011264,Eduardo,Martin,SINGLE,2025-10-08,1969-12-15,n/a,"United States"
11265,AW00011265,Elizabeth,Jones,MARRIED,2025-10-08,1970-01-10,n/a,"United States"
11266,AW00011266,Taylor,Howard,SINGLE,2025-10-08,1969-11-02,n/a,"United States"
11267,AW00011267,David,Diaz,SINGLE,2025-10-08,1975-09-29,n/a,"United States"
11268,AW00011268,Katelyn,Carter,MARRIED,2025-10-08,1969-10-31,n/a,"United States"
11269,AW00011269,Ryan,Foster,MARRIED,2025-10-08,1975-10-10,n/a,"United States"
11270,AW00011270,Robert,Lee,MARRIED,2025-10-08,1975-05-01,n/a,"United States"
11271,AW00011271,Danielle,Reed,SINGLE,2025-10-08,1969-12-03,n/a,"United States"
11272,AW00011272,Lauren,Martinez,SINGLE,2025-10-08,1962-05-10,n/a,"United States"
11273,AW00011273,Nathan,Lal,MARRIED,2025-10-08,1962-03-31,n/a,"United States"
11274,AW00011274,Kyle,Foster,MARRIED,2025-10-08,1939-10-10,n/a,"United States"
11275,AW00011275,Jenny,Rai,MARRIED,2025-10-08,1939-07-18,n/a,"United States"
11276,AW00011276,Nancy,Chapman,MARRIED,2025-10-08,1974-09-15,n/a,Canada
11277,AW00011277,Charles,Jackson,MARRIED,2025-10-08,1968-12-07,n/a,Canada
11278,AW00011278,Jonathan,Phillips,SINGLE,2025-10-08,1969-02-16,n/a,"United States"
11279,AW00011279,Amanda,Cook,MARRIED,2025-10-08,1974-09-08,n/a,"United States"
11280,AW00011280,Robert,Collins,MARRIED,2025-10-08,1969-02-17,n/a,"United States"
11281,AW00011281,Megan,Barnes,SINGLE,2025-10-08,1974-10-06,n/a,"United States"
11282,AW00011282,Christian,Thomas,MARRIED,2025-10-08,1967-07-16,n/a,"United States"
11283,AW00011283,Arturo,Lal,MARRIED,2025-10-08,1968-04-24,n/a,"United States"
11284,AW00011284,Theresa,Serrano,MARRIED,2025-10-08,1967-09-24,n/a,"United States"
11285,AW00011285,Jeremy,Anderson,MARRIED,2025-10-08,1973-03-15,n/a,"United States"
11286,AW00011286,Hunter,Griffin,MARRIED,2025-10-08,1967-08-31,n/a,"United States"
11287,AW00011287,Henry,Garcia,MARRIED,2025-10-08,1966-07-16,n/a,Canada
11288,AW00011288,Cindy,Sanchez,MARRIED,2025-10-08,1978-03-12,n/a,"United States"
11289,AW00011289,Maria,Carter,MARRIED,2025-10-08,1972-03-03,n/a,"United States"
11290,AW00011290,Katelyn,Sanchez,MARRIED,2025-10-08,1972-08-14,n/a,"United States"
11291,AW00011291,Jenna,Wright,MARRIED,2025-10-08,1972-05-01,n/a,"United States"
